Equitable Building,//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Equitable_Building_%28Manhattan%29.jpg/225px-Equitable_Building_%28Manhattan%29.jpg,1913-15[1],"The Equitable Building is a 38-story[4] office building in New York City, located at 120 Broadway between Pine and Cedar Streets in the Financial District of Lower Manhattan. A landmark engineering achievement as a skyscraper, it was designed by Ernest R. Graham – the successor to D. H. Burnham & Company[1] – with Peirce Anderson as the architect-in-charge,[5] and completed in 1915, when it was that largest office building in the world is square-footage:[5] on a plot of just less than an acre, the building had 1.2 million square feet of floor space.[1] Built to be the headquarters of the Equitable Life Insurance Company, the controversy surrounding its construction without setbacks which allowed sunlight to reach the ground contributed to the adoption of the first modern building and zoning restrictions on vertical structures in Manhattan. Although it is now dwarfed by taller buildings in its vicinity, it still retains a distinctive identity in its surroundings on Lower Broadway.The building was designated a National Historic Landmark in 1978,[3][6][7] and a New York City landmark in 1996. It was restored in 1983-90 by Ehrenkrantz, Eckstut & Whitelaw.[5][1]",,"Silverstein Properties, Inc.","[""Skyscrapers between 150 and 199 meters"", ""Skyscrapers in Manhattan"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Buildings and structures completed in 1915"", ""National Historic Landmarks in New York City"", ""Financial District, Manhattan""]",,"120 BroadwayManhattan,New York City","The Equitable Building is a 38-story[4] office building in New York City, located at 120 Broadway between Pine and Cedar Streets in the Financial District of Lower Manhattan. A landmark engineering achievement as a skyscraper, it was designed by Ernest R. Graham – the successor to D. H. Burnham & Company[1] – with Peirce Anderson as the architect-in-charge,[5] and completed in 1915, when it was that largest office building in the world is square-footage:[5] on a plot of just less than an acre, the building had 1.2 million square feet of floor space.[1] Built to be the headquarters of the Equitable Life Insurance Company, the controversy surrounding its construction without setbacks which allowed sunlight to reach the ground contributed to the adoption of the first modern building and zoning restrictions on vertical structures in Manhattan. Although it is now dwarfed by taller buildings in its vicinity, it still retains a distinctive identity in its surroundings on Lower Broadway.The building was designated a National Historic Landmark in 1978,[3][6][7] and a New York City landmark in 1996. It was restored in 1983-90 by Ehrenkrantz, Eckstut & Whitelaw.[5][1]"
Federal Hall National Memorial,//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Federal_Hall_front.jpg/284px-Federal_Hall_front.jpg,,"Federal Hall, built in 1700 as New York's City Hall, later served as the first capitol building of the United States of America under the Constitution, and was the site of George Washington's inauguration as the first President of the United States. It was also where the United States Bill of Rights was introduced in the First Congress. The building was demolished in 1812.Federal Hall National Memorial on Wall Street was built in 1842 as the United States Custom House, on the site of the old Federal Hall, and later served as a sub-Treasury building. It is now operated by the National Park Service as a museum commemorating the historic events that occurred there.",,,"[""Alexander Jackson Davis buildings"", ""Government buildings completed in 1700"", ""Government buildings on the National Register of Historic Places in Manhattan"", ""History museums in New York"", ""History of New York City"", ""Museums in Manhattan"", ""National Memorials of the United States"", ""New York in the American Revolution"", ""United States Capitol"", ""United States National Park Service areas in New York"", ""Wall Street"", ""Financial District, Manhattan"", ""Former national capitol buildings in the United States"", ""Visitor attractions in Manhattan""]",,,"Federal Hall, built in 1700 as New York's City Hall, later served as the first capitol building of the United States of America under the Constitution, and was the site of George Washington's inauguration as the first President of the United States. It was also where the United States Bill of Rights was introduced in the First Congress. The building was demolished in 1812.Federal Hall National Memorial on Wall Street was built in 1842 as the United States Custom House, on the site of the old Federal Hall, and later served as a sub-Treasury building. It is now operated by the National Park Service as a museum commemorating the historic events that occurred there."
Federal Office Building,//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Chris_Wash_US_Appraiser_warehouse_jeh.jpg/250px-Chris_Wash_US_Appraiser_warehouse_jeh.jpg,1892-99,"The Federal Office Building in New York City, also known as U.S. Appraisers' Warehouse, was built between 1892-99. It was listed on the National Register of Historic Places in 1974.[1] It is a ten story Romanesque style building bounded by Christopher, Greenwich, Barrow, and Washington Streets, about four blocks west of Sheridan Square.[2] Architect Willoughby J. Edbrooke left his successful Chicago practice on being named supervising architect of the Treasury Department in 1891. He died before the completion of the building, but his influence and the influence of the Chicago School of Architecture is evident.[2] The building now houses apartments and is called The Archive, after a former tenant of the building the National Archives.",,General Services Administration,"[""Government buildings on the National Register of Historic Places in New York City"", ""Government buildings completed in 1892"", ""New York County, New York Registered Historic Place stubs""]",,"641 Washington St., New York City","The Federal Office Building in New York City, also known as U.S. Appraisers' Warehouse, was built between 1892-99. It was listed on the National Register of Historic Places in 1974.[1] It is a ten story Romanesque style building bounded by Christopher, Greenwich, Barrow, and Washington Streets, about four blocks west of Sheridan Square.[2] Architect Willoughby J. Edbrooke left his successful Chicago practice on being named supervising architect of the Treasury Department in 1891. He died before the completion of the building, but his influence and the influence of the Chicago School of Architecture is evident.[2] The building now houses apartments and is called The Archive, after a former tenant of the building the National Archives."
Federal Reserve Bank of New York,//upload.wikimedia.org/wikipedia/commons/thumb/1/19/2013_Federal_Reserve_Bank_of_New_Yorl_from_west.jpg/300px-2013_Federal_Reserve_Bank_of_New_Yorl_from_west.jpg,"1919-24, 1935 (eastern extension)","Coordinates: 40°42′32″N 74°00′32″W﻿ / ﻿40.708767°N 74.008756°W﻿ / 40.708767; -74.008756The Federal Reserve Bank of New York Building at 33 Liberty Street and occupying the full block between Liberty, William and Nassau Streets and Maiden Lane in the Financial District of Manhattan, New York City is the headquarters of the Federal Reserve Bank of New York. It is where the monetary policy of the United States is executed by trading dollars and United States Treasury securities.[1] It reportedly holds 25% (unaudited) of the world's existing reserves, making it the largest known treasury in the world.The building was designated a landmark by the New York City Landmarks Preservation Commission on 01965-12-21December 21, 1965.[2]",,private,"[""Government buildings on the National Register of Historic Places in Manhattan"", ""Government buildings completed in 1924"", ""Federal Reserve Bank buildings""]",,"33 Liberty StreetManhattan, New York City","Coordinates: 40°42′32″N 74°00′32″W﻿ / ﻿40.708767°N 74.008756°W﻿ / 40.708767; -74.008756The Federal Reserve Bank of New York Building at 33 Liberty Street and occupying the full block between Liberty, William and Nassau Streets and Maiden Lane in the Financial District of Manhattan, New York City is the headquarters of the Federal Reserve Bank of New York. It is where the monetary policy of the United States is executed by trading dollars and United States Treasury securities.[1] It reportedly holds 25% (unaudited) of the world's existing reserves, making it the largest known treasury in the world.The building was designated a landmark by the New York City Landmarks Preservation Commission on 01965-12-21December 21, 1965.[2]"
"Firehouse, Engine Company 31",//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/DCTV-DN-firehouse-800x600.jpg/300px-DCTV-DN-firehouse-800x600.jpg,1895,"Firehouse, Engine Company 31 is a historic fire station located at 87 Lafayette Street between Walker and White Streets in the Civic Center neighborhood of Manhattan, New York City. It was built in 1895 and designed by architects Napoleon LeBrun & Sons, who built it in the style of chateau in the Loire Valley of France from the early 16th-century.[2][3]The building was designated a New York City Landmark in 1966 and added to the National Register of Historic Places in 1972. The fire department vacated the building in November 1972, and it is currently occupied by the Downtown Community Television Center.[4]",,,"[""New York County, New York Registered Historic Place stubs"", ""Government buildings on the National Register of Historic Places in Manhattan"", ""Fire stations on the National Register of Historic Places in New York"", ""Fire stations completed in 1895"", ""Fire stations in New York City""]",,"87 Lafayette StreetManhattan, New York City","Firehouse, Engine Company 31 is a historic fire station located at 87 Lafayette Street between Walker and White Streets in the Civic Center neighborhood of Manhattan, New York City. It was built in 1895 and designed by architects Napoleon LeBrun & Sons, who built it in the style of chateau in the Loire Valley of France from the early 16th-century.[2][3]The building was designated a New York City Landmark in 1966 and added to the National Register of Historic Places in 1972. The fire department vacated the building in November 1972, and it is currently occupied by the Downtown Community Television Center.[4]"
"Firehouse, Engine Company 33",//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/44-great-jones.jpg/250px-44-great-jones.jpg,1898-1899,"The Firehouse, Engine Company 33 and Ladder Company 9 is a Beaux Arts masterpiece, built in 1899 by Ernest Flagg and W.B. Chambers. Located at 42 Great Jones Street in Manhattan, New York City, New York, it is the home of Engine Company 33 and Ladder Company 9 of the New York City Fire Department.",,,"[""Fire stations completed in 1899"", ""Fire stations on the National Register of Historic Places in New York"", ""Fire stations in New York City""]",,"42 Great Jones, Manhattan, New York City, New York","The Firehouse, Engine Company 33 and Ladder Company 9 is a Beaux Arts masterpiece, built in 1899 by Ernest Flagg and W.B. Chambers. Located at 42 Great Jones Street in Manhattan, New York City, New York, it is the home of Engine Company 33 and Ladder Company 9 of the New York City Fire Department."
First Houses,//upload.wikimedia.org/wikipedia/commons/thumb/2/29/First_Houses_in_winter_from_west.jpg/275px-First_Houses_in_winter_from_west.jpg,1935,"First Houses is a public housing project in Manhattan in New York City. The project consists of 122 three-room or four-room apartments in 8 four-story or five-story buildings, and is located on the south side of East 3rd Street between First Avenue and Avenue A, and on the east side of Avenue A between East Second Street and East 3rd Street.First Houses take their name from their distinction of being arguably the first public housing units constructed in the United States, opening for the first tenants on December 3, 1935. Victorian-era tenements existed on the site before they were cleared to build the project.The project was planned as a gut rehab, with every third tenement building torn down to provide extra light and air, but architect Frederick L. Ackerman and his engineers soon discovered that the 19th century tenements were too fragile to be reconstructed. So they were torn down and First Houses was built from scratch, employing re-used bricks and dozens of workers on relief paid for by the federal government. According to The New York Times on November 21, 1935: ""Originally scheduled as a renovation operation, it was turned into practically new construction, with only a few of the old foundation supports being utilized."" Ackerman designed the apartment buildings with rear entrances and courtyards to allow more light and air than the existing tenements in the neighborhood.Although First Houses cost far more than anticipated, New York City Housing Authority chairman Langdon Post said it was worth it. ""In the first place,"" he told The New York Times, ""it has taken the question of public housing out of the realm of debate and into the realm of fact. Second, it has established the Authority as an agency for the issuance of slum-clearance bonds. Both Vincent Astor and Bernard M. Baruch accepted the Authority’s bonds to cover payments for the land – the first such bonds ever issued. In the third place, it provided an opportunity to test the Authority’s power to condemn land for slum clearance – a test which we won. Fourth, in Mayor La Guardia’s words, it provided us with ’Boondoggling Exhibit A.’""The test which the Housing Authority won was the right to exercise the powerful tool of eminent domain. An owner of two tenements on East 3rd Street contended that seizing his property, even with compensation, contravened the constitutions of the United States and New York State. The New York State Court of Appeals, the highest court in the state, ruled that the Housing Authority could seize private property with these words: ""Whenever there arises, in the state, a condition of affairs holding a substantial menace to the public health, safety or general welfare, it becomes the duty of the government to apply whatever power is necessary and appropriate to check it.""First Houses were designated a New York City and National Historic Landmark in 1974. They are managed by the New York City Housing Authority.",,Local,"[""Residential buildings on the National Register of Historic Places in Manhattan"", ""Public housing in New York City"", ""Buildings and structures in Manhattan"", ""East Village, Manhattan"", ""Residential buildings completed in 1935""]",,"E. 3rd St. and Ave. A, New York, New York","First Houses is a public housing project in Manhattan in New York City. The project consists of 122 three-room or four-room apartments in 8 four-story or five-story buildings, and is located on the south side of East 3rd Street between First Avenue and Avenue A, and on the east side of Avenue A between East Second Street and East 3rd Street.First Houses take their name from their distinction of being arguably the first public housing units constructed in the United States, opening for the first tenants on December 3, 1935. Victorian-era tenements existed on the site before they were cleared to build the project.The project was planned as a gut rehab, with every third tenement building torn down to provide extra light and air, but architect Frederick L. Ackerman and his engineers soon discovered that the 19th century tenements were too fragile to be reconstructed. So they were torn down and First Houses was built from scratch, employing re-used bricks and dozens of workers on relief paid for by the federal government. According to The New York Times on November 21, 1935: ""Originally scheduled as a renovation operation, it was turned into practically new construction, with only a few of the old foundation supports being utilized."" Ackerman designed the apartment buildings with rear entrances and courtyards to allow more light and air than the existing tenements in the neighborhood.Although First Houses cost far more than anticipated, New York City Housing Authority chairman Langdon Post said it was worth it. ""In the first place,"" he told The New York Times, ""it has taken the question of public housing out of the realm of debate and into the realm of fact. Second, it has established the Authority as an agency for the issuance of slum-clearance bonds. Both Vincent Astor and Bernard M. Baruch accepted the Authority’s bonds to cover payments for the land – the first such bonds ever issued. In the third place, it provided an opportunity to test the Authority’s power to condemn land for slum clearance – a test which we won. Fourth, in Mayor La Guardia’s words, it provided us with ’Boondoggling Exhibit A.’""The test which the Housing Authority won was the right to exercise the powerful tool of eminent domain. An owner of two tenements on East 3rd Street contended that seizing his property, even with compensation, contravened the constitutions of the United States and New York State. The New York State Court of Appeals, the highest court in the state, ruled that the Housing Authority could seize private property with these words: ""Whenever there arises, in the state, a condition of affairs holding a substantial menace to the public health, safety or general welfare, it becomes the duty of the government to apply whatever power is necessary and appropriate to check it.""First Houses were designated a New York City and National Historic Landmark in 1974. They are managed by the New York City Housing Authority."
First National City Bank,//upload.wikimedia.org/wikipedia/commons/thumb/7/79/National_City_Bank_Building_55_Wall_Street.jpg/250px-National_City_Bank_Building_55_Wall_Street.jpg,"1836-1841, additions 1907-1910[3]","Coordinates: 40°42′22″N 74°00′33″W﻿ / ﻿40.706039°N 74.009174°W﻿ / 40.706039; -74.009174The National City Bank Building at 55 Wall Street between William and Hanover Streets in the Financial District of downtown Manhattan, New York City, was built in 1836-41 as the Merchants' Exchange, replacing the previous exchange, which had burned down in the Great Fire of New York in 1835.[5] The new building was designed by Isaiah Rogers in the Greek Revival style. The United States Custom House moved into the building in 1862 – with the conversion of the building overseen by William A. Potter – and occupied it until 1907, when it moved to the Alexander Hamilton U.S. Custom House at 1 Bowling Green.[2]After the Custom House left, James Stillman, president of National City Bank, arranged for his company to buy the building from the government to be their headquarters.[6]Charles Follen McKim[3] of McKim, Mead & White was engaged to enlarge the building, including removing the dome, adding four floors and a second colonnade and gutting the interior, the main floor of which McKim redesigned with William S. Richardson (1907-1910). The old main banking hall has been used as a ballroom and event space since 1998, and the remainder of the building is now condominium apartments.[2][5]",,,"[""National Historic Landmarks in New York City"", ""Residential buildings on the National Register of Historic Places in Manhattan"", ""Commercial buildings completed in 1841"", ""Citigroup buildings"", ""Historic bank buildings in the United States"", ""Bank buildings in New York City"", ""Wall Street""]",,"55 Wall StreetManhattan, New York City[2]","Coordinates: 40°42′22″N 74°00′33″W﻿ / ﻿40.706039°N 74.009174°W﻿ / 40.706039; -74.009174The National City Bank Building at 55 Wall Street between William and Hanover Streets in the Financial District of downtown Manhattan, New York City, was built in 1836-41 as the Merchants' Exchange, replacing the previous exchange, which had burned down in the Great Fire of New York in 1835.[5] The new building was designed by Isaiah Rogers in the Greek Revival style. The United States Custom House moved into the building in 1862 – with the conversion of the building overseen by William A. Potter – and occupied it until 1907, when it moved to the Alexander Hamilton U.S. Custom House at 1 Bowling Green.[2]After the Custom House left, James Stillman, president of National City Bank, arranged for his company to buy the building from the government to be their headquarters.[6]Charles Follen McKim[3] of McKim, Mead & White was engaged to enlarge the building, including removing the dome, adding four floors and a second colonnade and gutting the interior, the main floor of which McKim redesigned with William S. Richardson (1907-1910). The old main banking hall has been used as a ballroom and event space since 1998, and the remainder of the building is now condominium apartments.[2][5]"
First Police Precinct Station House,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/New-york-city-police-museum.JPG/250px-New-york-city-police-museum.JPG,1909,"The New York City Police Museum (NYCPM) celebrates the history and contributions of the New York City Police Department, established in 1845. The museum is located in Lower Manhattan in New York City, near Wall Street and the South Street Seaport. While one of the museum's primary focuses is a memorial to September 11th,[2] the museum contains a wide range of information on the history of the NYPD. The museum, which grew from a gallery housed at the New York City Police Academy, opened at 26 Broadway at Bowling Green in January 2000 and re-opened in a new location at 100 Old Slip, former home of the First Precinct, in January 2002.It also allows visitors to simulate a police firefight, and judges whether or not the shooting was correct,[3] allowing civilians to have some understanding of situations that police face and provide them with a better understanding of the work of police officers than that provided by the media. Its exhibits are not without controversy, and city historians have accused the museum of omitting coverage of more controversial aspects of NYPD history.",,Local,"[""Museums in Manhattan"", ""New York City Police Department"", ""Law enforcement museums in the United States"", ""Landmarks in Manhattan"", ""Government buildings on the National Register of Historic Places in Manhattan"", ""Financial District, Manhattan""]",,"South St. and Old Slip, New York, New York","The New York City Police Museum (NYCPM) celebrates the history and contributions of the New York City Police Department, established in 1845. The museum is located in Lower Manhattan in New York City, near Wall Street and the South Street Seaport. While one of the museum's primary focuses is a memorial to September 11th,[2] the museum contains a wide range of information on the history of the NYPD. The museum, which grew from a gallery housed at the New York City Police Academy, opened at 26 Broadway at Bowling Green in January 2000 and re-opened in a new location at 100 Old Slip, former home of the First Precinct, in January 2002.It also allows visitors to simulate a police firefight, and judges whether or not the shooting was correct,[3] allowing civilians to have some understanding of situations that police face and provide them with a better understanding of the work of police officers than that provided by the media. Its exhibits are not without controversy, and city historians have accused the museum of omitting coverage of more controversial aspects of NYPD history."
First Romanian-American Congregation Synagogue,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/First_Roumanian-American_arch.jpg/310px-First_Roumanian-American_arch.jpg,,"The First Roumanian-American Congregation,[11] also known as Congregation Shaarey Shomayim[12] (Hebrew: שַׁעֲרֵי שָׁמַיִם, ""Gates of Heaven""), or the Roumanishe Shul[13] (Yiddish for ""Romanian synagogue""), is an Orthodox Jewish congregation which, for over 100 years, occupied an historic building at 89–93 Rivington Street on the Lower East Side of Manhattan, New York.Those who organized the congregation in 1885[14] were part of a substantial wave of Romanian-Jewish immigrants,[15][16] most of whom settled in the Lower East Side.[17] The Rivington Street building, built around 1860, had previously been a church, then a synagogue, then a church again, and had been extensively remodeled in 1889.[18] It was transformed into a synagogue for a second time when the First Roumanian-American congregation purchased it in 1902 and again remodeled it.[5]The synagogue became famous as the ""Cantor's Carnegie Hall"",[19] because of its high ceiling, good acoustics,[1][20] and seating for up to 1,800 people.[7]Yossele Rosenblatt, Moshe Koussevitzky, Zavel Kwartin, Moishe Oysher, Jan Peerce and Richard Tucker were all cantors there.[21]Red Buttons sang in the choir,[20][22][23]George Burns was a member,[24] and Edward G. Robinson had his Bar Mitzvah there.[25]The congregation's membership was in the thousands in the 1940s,[26] but by the early 2000s had declined to around 40, as Jews moved out of the Lower East Side.[27] Though its building was listed on the National Register of Historic Places in 1998,[10] the congregation was reluctant to accept outside assistance in maintaining it.[28] In December 2005, water damage was found in the structural beams, and services were moved to the living room of the rabbi's mother.[29] In January 2006, the synagogue's roof collapsed,[23] and the building was demolished two months later.[30]",,,"[""Buildings and structures demolished in 2006"", ""Demolished churches in New York City"", ""Former Presbyterian churches in New York"", ""Lower East Side"", ""Orthodox synagogues in New York City"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Religious organizations established in 1885"", ""Romanesque Revival architecture in New York"", ""Romanesque Revival synagogues"", ""Romanian-Jewish culture in the United States"", ""Synagogues in Manhattan"", ""Romanian-American culture in New York"", ""1885 establishments in New York""]",,,"The First Roumanian-American Congregation,[11] also known as Congregation Shaarey Shomayim[12] (Hebrew: שַׁעֲרֵי שָׁמַיִם, ""Gates of Heaven""), or the Roumanishe Shul[13] (Yiddish for ""Romanian synagogue""), is an Orthodox Jewish congregation which, for over 100 years, occupied an historic building at 89–93 Rivington Street on the Lower East Side of Manhattan, New York.Those who organized the congregation in 1885[14] were part of a substantial wave of Romanian-Jewish immigrants,[15][16] most of whom settled in the Lower East Side.[17] The Rivington Street building, built around 1860, had previously been a church, then a synagogue, then a church again, and had been extensively remodeled in 1889.[18] It was transformed into a synagogue for a second time when the First Roumanian-American congregation purchased it in 1902 and again remodeled it.[5]The synagogue became famous as the ""Cantor's Carnegie Hall"",[19] because of its high ceiling, good acoustics,[1][20] and seating for up to 1,800 people.[7]Yossele Rosenblatt, Moshe Koussevitzky, Zavel Kwartin, Moishe Oysher, Jan Peerce and Richard Tucker were all cantors there.[21]Red Buttons sang in the choir,[20][22][23]George Burns was a member,[24] and Edward G. Robinson had his Bar Mitzvah there.[25]The congregation's membership was in the thousands in the 1940s,[26] but by the early 2000s had declined to around 40, as Jews moved out of the Lower East Side.[27] Though its building was listed on the National Register of Historic Places in 1998,[10] the congregation was reluctant to accept outside assistance in maintaining it.[28] In December 2005, water damage was found in the structural beams, and services were moved to the living room of the rabbi's mother.[29] In January 2006, the synagogue's roof collapsed,[23] and the building was demolished two months later.[30]"
First Shearith Israel Graveyard,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/First-Shearith-Israel-Graveyard.jpg/250px-First-Shearith-Israel-Graveyard.jpg,1683-,"First Shearith Israel Graveyard (also known as Chatham Square Cemetery) is a tiny graveyard at 55-57 St James Place in Lower Manhattan, New York City, New York. It is the oldest of three graveyards used by Congregation Shearith Israel, which is itself the oldest Jewish congregation in North America[2] It is the only remaining 17th century structure in Manhattan.[3]",,,"[""Landmarks in Manhattan"", ""Cemeteries on the National Register of Historic Places in Manhattan"", ""17th-century establishments"", ""Cemeteries in New York City"", ""Jews and Judaism in Manhattan"", ""Jewish cemeteries in New York City"", ""Cemeteries in Manhattan"", ""Lower Manhattan"", ""New York City building and structure stubs""]",,"55-57 Saint James Place, Manhattan, New York City, New York","First Shearith Israel Graveyard (also known as Chatham Square Cemetery) is a tiny graveyard at 55-57 St James Place in Lower Manhattan, New York City, New York. It is the oldest of three graveyards used by Congregation Shearith Israel, which is itself the oldest Jewish congregation in North America[2] It is the only remaining 17th century structure in Manhattan.[3]"
Hamilton Fish House,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Stuyvesant-Fish_House.jpg/250px-Stuyvesant-Fish_House.jpg,1804,"Hamilton Fish House, also known as the Stuyvesant Fish House and Nicholas and Elizabeth Stuyvesant Fish House, is where Hamilton Fish, future Governor and Senator of New York, was born and resided from 1808 to 1838.[4] It is located at 21 Stuyvesant Street, a diagonal street within the Manhattan street grid, between 9th and 10th Streets in the East Village neighborhood of New York City. It is owned by Cooper Union and used as a residence for the college's president.[5]The brick Federal style house, which was unusually wide for its time[6] was built by Peter Stuyvesant, the great-grandson of Petrus Stuyvesant, around 1804 as a wedding present to his daughter, Elizabeth, and his son-in-law, Nicholas Fish, parents of Hamilton.[7] It was one of five houses owned by the family on their private lane. The land had been the property of the family since the 17th century.[7]The house was designated a New York City landmark in 1965,[7] and was declared a National Historic Landmark in 1975.[3][4][8] It also lies within the New York City Landmarks Preservation Commission's St. Mark's Historic District which surrounds the nearby St. Mark's Church in-the-Bowery.",,,"[""National Historic Landmarks in New York City"", ""Houses on the National Register of Historic Places in Manhattan"", ""Houses completed in 1804"", ""Houses in Manhattan"", ""Landmarks in Manhattan""]",,"21 Stuyvesant Street, Manhattan, New York City, New York","Hamilton Fish House, also known as the Stuyvesant Fish House and Nicholas and Elizabeth Stuyvesant Fish House, is where Hamilton Fish, future Governor and Senator of New York, was born and resided from 1808 to 1838.[4] It is located at 21 Stuyvesant Street, a diagonal street within the Manhattan street grid, between 9th and 10th Streets in the East Village neighborhood of New York City. It is owned by Cooper Union and used as a residence for the college's president.[5]The brick Federal style house, which was unusually wide for its time[6] was built by Peter Stuyvesant, the great-grandson of Petrus Stuyvesant, around 1804 as a wedding present to his daughter, Elizabeth, and his son-in-law, Nicholas Fish, parents of Hamilton.[7] It was one of five houses owned by the family on their private lane. The land had been the property of the family since the 17th century.[7]The house was designated a New York City landmark in 1965,[7] and was declared a National Historic Landmark in 1975.[3][4][8] It also lies within the New York City Landmarks Preservation Commission's St. Mark's Historic District which surrounds the nearby St. Mark's Church in-the-Bowery."
Former Emigrant Industrial Savings Bank,//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Emigrant_Industrial_Savings_Bank_001_002_003_combined_crop.JPG/250px-Emigrant_Industrial_Savings_Bank_001_002_003_combined_crop.JPG,1909-1912,"The Emigrant Industrial Savings Bank building at 51 Chambers Street between Broadway and Centre Street in the Civic Center neighborhood of Manhattan, New York City, was built in 1909-1912 and was designed by Raymond F. Almirall in the Beaux-Arts style.[2][3] At the time the 17-story structure was largest bank building in the United States, and was the first skyscraper to use the ""H"" lay-out, which provided light and air to more parts of the building.[2][4]The bank itself had been organized in 1850 by Roman Catholic Archbishop John Hughes and the Irish Emigrant Society, with the purpose of protecting the savings of Irish immigrants newly arrived in the city.[2] The current building is the third built by the bank on the same site.[3]The building is now owned by the City of New York. It was added to the National Register of Historic Places in 1982 and both the exterior and the first floor interior were designated New York City landmarks in 1985.[3]",,Local,"[""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Beaux-Arts architecture in New York"", ""Commercial buildings completed in 1912""]",,"51 Chambers St.,Manhattan, New York City","The Emigrant Industrial Savings Bank building at 51 Chambers Street between Broadway and Centre Street in the Civic Center neighborhood of Manhattan, New York City, was built in 1909-1912 and was designed by Raymond F. Almirall in the Beaux-Arts style.[2][3] At the time the 17-story structure was largest bank building in the United States, and was the first skyscraper to use the ""H"" lay-out, which provided light and air to more parts of the building.[2][4]The bank itself had been organized in 1850 by Roman Catholic Archbishop John Hughes and the Irish Emigrant Society, with the purpose of protecting the savings of Irish immigrants newly arrived in the city.[2] The current building is the third built by the bank on the same site.[3]The building is now owned by the City of New York. It was added to the National Register of Historic Places in 1982 and both the exterior and the first floor interior were designated New York City landmarks in 1985.[3]"
Former New York Life Insurance Company Building,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Clock_Tower_Building.jpg/187px-Clock_Tower_Building.jpg,1894,"The Former New York Life Insurance Company Building, also known as the Clock Tower Building, located at 346 Broadway between Catherine Lane and Leonard Street, in Manhattan, New York City was built between 1894 and 1899.[2] The company's headquarters building, originally built in 1868-1870, needed to be expanded eastward to Lafayette Street and Stephen Decatur Hatch was engaged for the job.[2] Hatch designed the extension, but died before construction could be completed.[3] The firm of McKim, Mead & White took over the work, and completed the extension in 1894, following Hatch's design.[2] The company then decided to replace the original building as well, and McKim, Mead & White provided a ""palazzo-like"" design[2] with a clock tower whose clock was manufactured and installed by the E. Howard Clock Company.[4]New York Life left for the New York Life Building on Madison Square Park in 1928.[3] In 1967, the City of New York acquired the building and moved several city agencies along with the Criminal Court, Summons Part there.[5]The building was added to the National Register of Historic Places in 1982, and both the exterior and interior were designated New York City landmarks in 1987.[2]In January, 2012 workers began scaffolding the clock tower section above the building (around the actual clock). At this point the metal sculpture seen sitting above the clock in older photos is no longer in place.",,Local,"[""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Commercial buildings completed in 1899"", ""Landmarks in Manhattan""]",,"346 Broadway, New York, New York","The Former New York Life Insurance Company Building, also known as the Clock Tower Building, located at 346 Broadway between Catherine Lane and Leonard Street, in Manhattan, New York City was built between 1894 and 1899.[2] The company's headquarters building, originally built in 1868-1870, needed to be expanded eastward to Lafayette Street and Stephen Decatur Hatch was engaged for the job.[2] Hatch designed the extension, but died before construction could be completed.[3] The firm of McKim, Mead & White took over the work, and completed the extension in 1894, following Hatch's design.[2] The company then decided to replace the original building as well, and McKim, Mead & White provided a ""palazzo-like"" design[2] with a clock tower whose clock was manufactured and installed by the E. Howard Clock Company.[4]New York Life left for the New York Life Building on Madison Square Park in 1928.[3] In 1967, the City of New York acquired the building and moved several city agencies along with the Criminal Court, Summons Part there.[5]The building was added to the National Register of Historic Places in 1982, and both the exterior and interior were designated New York City landmarks in 1987.[2]In January, 2012 workers began scaffolding the clock tower section above the building (around the actual clock). At this point the metal sculpture seen sitting above the clock in older photos is no longer in place."
